split,Conversation_no,turn_count,unique_topics,q_avg,q_min,q_max,a_avg,a_min,a_max,passage_avg,passage_min,passage_max,total_session_tokens
train,1878,17,4,7.4,4,15,26.1,6,51,145.1,56,180,3035
train,1879,10,3,8.4,4,17,9.7,1,28,142.4,133,157,1605
train,1880,14,3,7.8,5,16,7.5,2,23,139.8,77,189,2171
train,1881,10,3,6.7,5,8,8.1,2,20,134.2,29,191,1490
train,1882,10,6,8,4,11,10.3,1,40,106.4,16,146,1247
train,1883,16,5,6,4,13,17.2,3,71,139.2,30,184,2599
train,1884,18,5,7.1,5,13,19.9,4,61,124.6,48,168,2728
train,1885,15,6,8.8,5,16,14.2,4,55,140.8,66,184,2457
train,1886,11,3,8.5,6,14,10.4,2,34,122.5,21,166,1554
train,1887,10,4,6.8,4,11,11,2,29,151.5,66,179,1693
train,1888,10,4,8.2,5,12,8.3,2,18,152.9,119,196,1694
train,1889,10,4,8.9,6,11,14.2,2,41,127.7,50,181,1508
train,1890,12,3,8.8,6,12,13.3,2,49,150.8,121,166,2074
train,1891,12,4,8.5,5,13,30.2,3,70,129,57,172,2013
train,1892,8,4,8.6,6,13,26.5,4,58,162.4,140,190,1580
train,1893,11,5,9.6,7,15,21.6,5,46,138.2,88,181,1864
train,1894,11,5,7.9,5,13,11.5,1,43,133.5,55,181,1682
train,1895,10,3,6.7,4,10,14.8,7,40,119.1,24,164,1406
train,1896,20,5,7.5,2,14,9.7,3,29,144.5,73,189,3233
train,1897,10,4,8.6,5,13,21.1,4,39,145,121,174,1747
train,1898,14,4,8.2,5,13,26.2,4,82,166.1,130,227,2808
train,1899,14,7,7.7,4,12,5.7,2,19,131.4,47,277,2027
train,1900,18,4,7.3,5,10,17.1,2,48,122.8,15,170,2649
train,1901,12,5,7.2,5,11,8.8,2,29,152.9,130,202,2027
train,1902,10,4,10,2,14,12.3,1,25,146.8,131,201,1691
train,1903,12,3,7.8,3,13,20,2,45,141.6,64,184,2033
train,1904,15,4,8,6,11,16.1,2,28,146.7,43,192,2562
train,1905,14,3,8.3,6,11,12.6,2,62,139.8,67,182,2250
train,1906,11,4,7.8,5,12,10.2,2,32,137.5,83,158,1710
train,1907,15,5,9.3,4,20,25.3,2,77,160.9,125,236,2934
train,1908,10,2,8.2,5,14,5.3,1,14,127.9,51,144,1414
train,1909,5,2,7,5,11,4.4,2,8,141.2,128,148,763
train,1910,17,4,5.9,2,10,14.4,1,80,148,62,193,2860
train,1911,12,5,7.3,5,17,10.4,2,38,130,62,180,1773
train,1912,16,5,8.8,5,18,15.2,2,59,138,21,206,2592
train,1913,12,5,6.9,4,12,13.9,4,24,129.9,28,166,1809
train,1914,10,4,8.2,6,12,15.8,3,37,153.3,130,172,1773
train,1915,10,3,7.3,4,13,21.6,8,56,132.3,74,151,1612
train,1916,13,4,9.1,5,19,17,2,65,146.5,78,212,2244
train,1917,11,3,7.7,5,13,8.6,3,24,132.8,35,168,1641
train,1918,13,4,9,6,18,12.7,3,26,140.4,71,200,2107
train,1919,15,5,8.3,6,10,9.5,1,25,143.3,100,205,2417
train,1920,12,6,8.7,5,11,18.6,3,40,124.8,23,161,1825
train,1921,10,5,7.5,5,11,11.8,3,42,110.8,64,153,1301
train,1922,9,3,8.7,6,11,16.2,1,60,149.8,120,189,1572
train,1923,13,5,12.8,7,29,7.8,1,26,123.8,46,154,1877
train,1924,18,5,6.9,2,10,19.2,3,58,138.7,30,181,2967
train,1925,12,3,7.2,5,11,13.6,2,47,133.2,52,177,1848
train,1926,15,5,8.2,5,13,8.5,2,38,123.5,49,177,2104
train,1927,15,5,7,4,10,8.8,1,25,146.1,25,199,2428
train,1928,10,5,7,4,10,15.7,4,28,124.7,50,157,1474
train,1929,15,6,8,4,12,11.1,1,57,153.1,67,193,2583
train,1930,5,3,6.2,5,10,13.6,4,30,157.6,126,178,887
train,1931,10,3,6.3,4,11,20.5,3,45,146.9,40,173,1737
train,1932,10,4,7.2,4,10,9.1,1,42,178.4,95,237,1947
train,1933,14,5,7.8,4,11,16.2,4,40,158.9,131,239,2560
train,1934,13,4,6.6,3,9,8.1,1,26,117.4,47,175,1717
train,1935,11,3,8.1,5,14,13.9,2,23,168.7,136,195,2098
train,1936,10,3,7,5,11,11.6,1,57,157,126,190,1756
train,1937,6,2,7.7,5,9,16.2,3,44,146.8,119,183,1024
train,1938,13,4,8.4,5,13,11.8,3,30,156.8,66,249,2301
train,1939,15,4,7.1,5,12,10.5,2,25,157,120,193,2618
train,1940,12,4,6.7,4,13,9.8,2,25,147,89,164,1962
train,1941,10,3,8.9,6,14,10.7,2,23,148.9,24,218,1685
train,1942,12,5,8.8,5,14,9,2,22,113.3,58,159,1573
train,1943,11,3,9.3,6,16,20.6,1,35,145.4,93,180,1928
train,1944,7,3,8,5,13,9.4,1,23,157,111,178,1221
train,1945,18,5,8.2,5,12,20.8,3,76,141.8,49,239,3074
train,1946,12,4,7.1,5,17,19.9,2,47,145.5,92,189,2070
train,1947,11,4,7.6,5,13,16.5,5,52,141.2,113,155,1819
train,1948,12,7,8.7,6,17,14.5,2,41,126.7,36,161,1798
train,1949,18,6,8.8,5,16,23.1,4,85,135.1,48,193,3004
train,1950,16,4,7.2,5,14,11.2,2,34,141.3,123,165,2557
train,1951,13,6,8.1,5,19,15.1,3,26,133.4,31,189,2035
train,1952,14,3,8,4,15,27.9,3,47,155.4,66,219,2678
train,1953,11,5,7,4,18,12.8,4,40,147.9,97,175,1845
train,1954,11,4,7.2,4,12,10.6,1,27,155.1,95,293,1902
train,1955,15,6,7,4,11,19.6,2,44,154.7,92,188,2720
train,1956,15,5,7.6,4,12,19.1,4,43,123.9,22,195,2260
train,1957,15,5,9.1,5,21,9.1,2,31,141.7,69,213,2398
train,1958,17,7,11.6,5,31,13.1,1,29,135.1,51,170,2717
train,1959,5,2,9,6,17,7,5,10,145.6,140,159,808
train,1960,10,2,6.9,6,9,19.5,2,58,143.9,111,166,1703
train,1961,16,6,10.4,6,18,21.8,2,60,138.8,26,168,2735
train,1962,11,2,8.4,6,13,23.5,1,61,131.5,91,161,1797
train,1963,10,3,8.4,5,13,11.8,3,27,125,30,202,1452
train,1964,13,3,10.2,4,18,13.3,2,56,159.1,120,266,2374
train,1965,12,4,7.2,5,10,17.2,5,46,139.9,74,183,1971
train,1966,15,3,8.1,5,13,14,2,44,101.9,44,142,1860
train,1967,18,4,7.3,5,13,15.6,4,47,134.8,58,189,2840
train,1968,18,7,8.4,5,14,11.6,2,28,142.2,17,198,2919
train,1969,15,7,8.2,4,19,16.3,4,67,142,70,200,2498
train,1970,10,4,6.9,2,15,13.6,1,41,130.2,114,154,1507
train,1971,16,2,7.4,4,12,7.6,1,34,131,75,192,2336
train,1972,18,5,7.8,5,14,14.9,1,52,164.6,135,199,3372
train,1973,10,3,8.7,5,16,11.2,4,43,152.3,129,169,1722
train,1974,11,5,8.5,5,12,34.2,16,71,149.3,30,247,2111
train,1975,10,4,9,6,13,11.6,2,27,166.5,152,187,1871
train,1976,14,4,7.4,4,12,13.5,3,34,151.1,69,183,2407
train,1977,16,4,7.2,4,13,14.9,2,58,129.9,35,201,2434
train,1978,10,3,8.3,5,16,12.2,2,32,144.6,55,178,1651
train,1979,16,6,8.6,5,15,15.6,4,47,136.8,80,172,2575
train,1980,11,5,9.2,6,13,10.5,2,37,160.5,134,193,1982
train,1981,10,4,6.9,4,10,18,1,50,149.9,26,207,1748
train,1982,18,3,7.5,5,12,17.4,2,68,143.4,100,164,3030
train,1983,14,8,8.9,6,14,17.5,2,32,167.3,73,213,2711
train,1984,12,4,9.2,7,14,11.1,2,31,141.5,88,197,1942
train,1985,12,4,8.8,5,16,22.1,4,52,140.1,30,199,2051
train,1986,20,4,5.8,2,13,14,2,69,152.2,58,229,3439
train,1987,13,2,7.8,2,16,11.5,3,46,165.1,120,300,2397
train,1988,10,5,7.4,5,10,9.3,2,30,164.3,131,258,1810
train,1989,13,4,9.2,5,18,17.1,2,70,149.1,70,182,2280
train,1990,12,4,7.5,4,13,10.3,2,33,125.3,52,162,1718
train,1991,11,3,7.7,5,10,12.8,4,53,147.2,72,232,1845
train,1992,10,5,7.6,4,12,21.7,1,44,152.4,138,170,1817
train,1993,11,6,8,5,12,18.5,3,37,137.7,53,249,1806
train,1994,18,6,7.6,5,11,12.9,4,49,147.7,70,194,3028
train,1995,12,4,8,4,13,16.5,2,30,133.3,37,181,1894
train,1996,17,11,8.1,5,13,8.7,2,28,148.6,103,177,2812
train,1997,10,4,6.9,4,11,11.5,3,41,166.5,132,207,1849
train,1998,16,5,8.5,5,13,13.8,2,45,119.9,35,172,2275
train,1999,11,4,9.1,5,13,19.5,4,35,152.4,92,183,1990
train,2000,10,3,9.1,6,14,9.4,3,30,116.3,18,148,1348
train,2001,5,3,6.4,5,8,5.6,3,11,137,136,141,745
train,2002,20,7,6.9,4,12,7.3,2,18,128.2,67,305,2849
train,2003,14,3,7.9,5,15,17.1,4,45,119.5,59,155,2024
train,2004,11,4,8,5,13,9.8,2,25,137.8,46,181,1712
train,2005,15,3,8.4,5,17,16.9,3,81,150.8,96,211,2642
train,2006,10,4,9.3,5,12,30.8,8,48,142.3,88,170,1824
train,2007,11,5,8,5,14,15.4,4,40,161.1,127,192,2029
train,2008,15,5,7.9,5,16,15.6,2,35,134.2,113,153,2366
train,2009,18,6,8.4,5,14,19.5,2,67,130.2,53,172,2847
train,2010,14,13,10.4,6,22,17.2,3,55,140.3,7,201,2351
train,2011,12,6,8.4,5,14,14.2,3,44,139.8,42,224,1948
train,2012,15,5,10.9,6,23,13.7,4,33,122.1,14,202,2200
train,2013,12,3,8.2,5,12,22.3,1,66,143,79,177,2083
train,2014,11,5,7.5,5,11,10.8,2,34,149.8,128,187,1850
train,2015,11,5,7,5,11,8.3,3,20,141.3,121,162,1722
train,2016,6,3,10,8,12,7.2,2,12,157.8,135,196,1050
train,2017,12,7,7.2,4,11,16.5,4,44,146.8,44,192,2046
train,2018,18,7,8.7,5,17,20.1,3,56,152.2,109,205,3259
train,2019,15,5,7.3,4,11,16.6,2,87,135.1,92,193,2384
train,2020,9,2,7.8,5,13,21.3,2,40,138.3,43,168,1507
train,2021,10,4,7.3,4,11,12.9,3,51,148.6,104,167,1688
train,2022,18,5,7.9,2,13,11.7,2,46,143.8,100,202,2941
train,2023,10,3,6.1,5,8,7.2,3,15,118.2,21,185,1315
train,2024,13,4,7.8,5,12,21.9,2,68,143.7,87,189,2254
train,2025,10,4,9.8,5,18,15.1,2,49,165.9,138,202,1908
train,2026,10,3,7.3,4,11,11.6,2,44,145.6,101,178,1645
train,2027,10,3,9.5,6,13,16.7,2,26,122.8,57,166,1490
train,2028,12,4,8.8,6,14,14.2,1,46,126.8,28,170,1799
train,2029,11,3,7.5,4,13,16.9,4,34,111.8,25,147,1499
train,2030,14,5,8.8,5,15,23.1,9,49,134.8,36,165,2334
train,2031,10,3,8.5,5,14,20.4,3,45,146.6,98,217,1755
train,2032,18,7,7.3,4,13,12.9,1,63,135.1,73,171,2795
train,2033,14,3,11.9,8,19,14.8,3,54,133.1,58,166,2237
train,2034,14,7,7.8,4,13,10.7,4,21,134.2,69,173,2138
train,2035,11,3,6.7,4,10,8.9,2,22,163.2,124,193,1967
train,2036,11,4,9.6,6,16,13.6,1,36,122.7,49,168,1606
train,2037,11,3,7.7,4,16,5.9,1,12,127.5,63,175,1552
train,2038,18,6,7.1,5,14,10.5,2,32,134.3,87,177,2734
train,2039,8,2,9.1,5,13,12.8,3,27,131.5,33,161,1227
train,2040,11,5,8.2,4,14,11.6,2,41,148.5,47,237,1852
train,2041,10,3,9.4,6,18,19.4,4,36,115,13,165,1438
train,2042,11,5,8.3,5,14,9.5,4,23,151.7,96,188,1864
train,2043,15,4,7.9,5,14,12.4,3,21,145.9,82,218,2493
train,2044,15,4,6.7,5,10,12.1,2,46,148.7,63,216,2514
train,2045,13,5,8.5,5,19,17.8,2,49,136.2,24,179,2112
train,2046,12,4,7.4,4,18,15.8,3,76,143.1,103,187,1995
train,2047,11,4,8.7,4,13,14.5,4,28,124.7,39,154,1627
train,2048,18,7,8.7,5,13,11.3,3,34,140.2,39,183,2884
train,2049,17,5,10,4,16,6,1,22,150.9,95,185,2837
train,2050,20,8,9.2,6,13,25.1,3,67,118.8,19,189,3063
train,2051,12,3,6.9,4,12,13.3,2,43,140.1,31,185,1924
train,2052,18,4,10.5,7,25,19.2,2,63,132.5,41,187,2920
train,2053,16,5,7.8,2,13,9.9,2,26,124.6,28,150,2278
train,2054,14,5,7.9,5,12,10.4,1,35,151.4,119,174,2376
train,2055,21,6,7.2,4,11,20.6,1,65,121.5,15,289,3135
train,2056,5,1,7,5,8,11,4,26,180,176,189,990
train,2057,18,5,8,4,14,15.3,3,45,137.7,48,164,2898
train,2058,16,6,8.6,6,18,18.2,2,55,139,89,199,2652
train,2059,15,3,7.8,4,16,18.4,2,53,115.9,34,297,2132
train,2060,10,3,8.8,6,15,16.9,4,38,152.2,108,171,1779
train,2061,13,6,8.6,6,13,10.4,1,20,137.6,85,167,2036
train,2062,18,8,8.9,5,15,7.6,2,27,142.5,84,208,2863
train,2063,13,2,8.3,4,18,10.4,2,33,122.1,22,161,1830
train,2064,10,3,8.2,4,12,15.7,2,76,133.2,42,177,1571
train,2065,11,5,7.6,5,10,8.8,1,22,106.4,32,167,1351
train,2066,18,6,8.8,5,15,15.2,2,39,152.6,119,218,3179
train,2067,11,4,7.3,4,11,26.1,2,74,147.4,85,182,1988
train,2068,11,5,7.3,5,12,18.5,2,46,164.3,78,193,2090
train,2069,10,3,8,5,12,7.5,1,22,128.6,28,161,1441
train,2070,11,4,8.3,6,11,23.1,4,44,115.9,35,188,1620
train,2071,14,7,8,5,14,18.6,2,44,126.3,37,213,2140
train,2072,19,7,7.4,4,13,18.7,2,44,110.5,17,210,2596
train,2073,10,3,8.6,5,16,22.7,4,42,138.8,125,152,1701
train,2074,13,4,8,5,12,11.9,2,33,150.5,48,210,2215
train,2075,6,4,7.7,7,9,15.3,4,30,130.2,59,160,919
train,2076,10,3,7.2,4,11,11.1,1,29,147.5,124,161,1658
train,2077,19,6,7.4,2,14,24.9,1,62,166.1,79,207,3770
train,2078,12,6,9.4,4,21,8,2,16,123.6,57,183,1692
train,2079,12,4,9.9,3,21,24.3,3,52,153.5,91,191,2253
train,2080,7,3,7.6,5,18,14,4,25,146.3,128,163,1175
train,2081,5,1,8,4,11,5.2,2,8,154.6,125,166,839
train,2082,11,4,7.5,5,10,21,2,38,115.4,71,147,1582
train,2083,15,4,7.3,4,11,24.5,4,61,136.3,34,195,2521
train,2084,6,2,6.2,4,9,12.7,4,49,146.5,125,193,992
train,2085,13,5,9.3,5,17,15.5,2,47,150.4,100,216,2277
train,2086,8,2,9.4,6,17,10.9,1,39,139.9,51,209,1281
train,2087,10,2,7.6,4,15,15.9,2,57,152.6,139,185,1761
train,2088,10,3,8.2,5,13,23.2,4,70,129.7,34,193,1611
train,2089,10,2,5.9,3,8,12,5,42,154.5,137,170,1724
train,2090,10,7,8.5,5,13,13.7,5,25,142.2,125,160,1644
train,2091,17,4,8.1,2,19,8.7,1,32,135.8,32,164,2594
train,2092,14,8,9,5,12,14.6,2,70,143.4,42,184,2338
train,2093,11,4,7.7,5,11,15.9,4,48,135.8,115,167,1754
train,2094,11,6,8.3,5,12,17.4,1,49,140.1,115,167,1823
train,2095,10,3,11.3,4,18,9.1,4,21,135.3,46,169,1557
train,2096,10,5,6.2,2,14,23.8,2,50,105.8,38,148,1358
train,2097,10,3,7.1,4,12,18.6,5,36,143.6,83,166,1693
train,2098,10,3,10,5,20,13,2,31,171.4,144,186,1944
train,2099,8,4,7.4,5,11,13.8,3,38,93,35,158,913
train,2100,18,6,8.7,5,15,15.3,1,69,160.8,84,199,3326
train,2101,12,5,7.8,5,11,12.8,1,43,98.7,16,179,1432
train,2102,18,6,10.1,4,23,8.3,2,36,150.8,14,176,3045
train,2103,11,6,8.9,5,13,16.4,2,37,119.4,31,155,1591
train,2104,10,4,8.6,4,15,6.5,1,20,178.1,135,201,1932
train,2105,12,5,8.2,5,11,18.9,2,35,152.3,71,219,2153
train,2106,10,3,8.4,5,14,23,2,156,143.1,87,182,1745
train,2107,15,4,8.9,5,14,16.7,2,36,112.7,52,151,2073
train,2108,10,4,8.4,4,14,14.2,4,35,157.8,106,216,1804
train,2109,17,5,7.2,5,17,10.4,1,28,133.2,86,238,2563
train,2110,9,2,7,4,9,17,3,74,129,61,158,1377
train,2111,11,5,8,4,13,24.5,3,55,152.4,102,188,2033
train,2112,14,4,7.6,5,16,21.5,2,70,146.2,43,173,2455
train,2113,9,4,7.8,4,12,13.8,5,25,145.7,92,183,1505
train,2114,12,3,10,6,20,16.9,2,40,153.3,120,188,2163
train,2115,10,2,6.9,5,11,21.3,4,40,178.1,133,276,2063
train,2116,8,4,7.9,5,11,13.4,1,30,111,53,152,1058
train,2117,10,4,8.7,6,12,13.7,1,31,160.3,113,210,1827
train,2118,18,6,8.3,4,21,10.3,1,28,140.3,45,166,2860
train,2119,13,5,9.5,6,16,14.2,1,33,142.8,96,175,2166
train,2120,10,3,8,5,11,23.2,2,59,145,126,180,1762
train,2121,10,3,7.9,4,14,11.4,2,28,127.9,53,189,1472
train,2122,16,6,8.6,2,20,12.8,1,62,153.2,54,195,2794
train,2123,14,3,7.3,5,11,24.4,4,51,151.9,108,182,2570
train,2124,13,5,8,5,11,11.4,2,32,127.9,47,178,1915
train,2125,9,3,9.3,6,15,10.1,3,17,162.3,137,236,1636
train,2126,16,8,6.7,5,11,15.9,2,36,146.3,77,168,2702
train,2127,15,3,7.5,5,13,21.7,1,53,156.3,94,191,2784
train,2128,21,8,7.3,4,13,10.4,2,59,135.7,19,195,3221
train,2129,18,6,8.4,5,16,16.4,4,53,131.5,49,177,2813
train,2130,10,3,6.7,4,17,35.8,3,86,139.8,56,187,1823
train,2131,10,7,7.2,5,11,9.8,2,32,156.5,98,248,1735
train,2132,16,7,8.1,5,16,20,4,43,138.5,37,182,2666
train,2133,15,9,8.3,5,14,17.3,3,51,117.6,35,177,2149
train,2134,20,5,7.3,5,12,14.6,2,32,155.2,59,197,3542
train,2135,13,4,8.2,4,14,23.3,3,89,131.6,74,177,2121
train,2136,12,5,8.4,5,12,24.8,3,60,142,94,179,2102
train,2137,15,5,9,5,14,9.9,4,28,139.2,39,187,2371
train,2138,10,6,9.4,3,14,17.5,4,43,152.4,108,182,1793
train,2139,15,7,9.2,4,13,14.5,4,32,136.1,34,173,2396
train,2140,10,2,6.5,4,11,14,2,36,151.5,56,167,1720
train,2141,18,4,8.6,4,14,17.6,2,47,111.2,14,197,2472
train,2142,15,5,6.7,4,10,11,3,32,155.3,18,205,2596
train,2143,11,3,6.7,4,10,19.9,2,87,124.8,49,166,1666
train,2144,7,2,9,5,17,19.7,2,43,118.7,28,188,1032
train,2145,15,4,6,3,12,13,2,35,156.1,131,176,2626
train,2146,18,5,8.3,6,12,10.1,1,33,148.8,80,221,3011
train,2147,13,4,7.8,5,11,22.9,2,55,142.2,48,223,2248
train,2148,18,7,8.3,5,18,17.8,2,75,133.8,33,220,2879
train,2149,5,1,8.6,6,11,12.4,2,24,149.8,139,165,854
train,2150,11,5,9.5,5,15,11.5,2,40,143.1,55,178,1805
train,2151,18,6,8.6,5,16,24.7,4,63,120.7,34,215,2771
train,2152,17,4,6.6,4,12,13,4,57,147.9,31,207,2849
train,2153,10,3,8.5,4,14,12.8,3,41,141.4,67,187,1627
train,2154,15,5,7.3,4,16,20.3,4,67,146.7,94,183,2614
train,2155,12,4,8.9,2,23,11.7,3,27,137.3,104,185,1895
train,2156,6,2,6.8,4,12,17.5,4,34,173,156,190,1184
train,2157,12,6,8.8,6,14,18.8,2,32,132.6,97,151,1922
train,2158,9,2,8.1,5,10,12.6,4,41,149.1,88,206,1528
train,2159,13,5,6.9,5,11,17.2,3,46,125.8,31,181,1949
train,2160,9,3,8,5,17,7.6,2,23,144.9,92,162,1444
train,2161,16,6,7.9,5,13,26.1,4,65,140.1,88,193,2785
train,2162,11,4,8.5,5,12,15.8,4,40,140.7,124,165,1816
train,2163,12,4,9.2,5,12,8.9,3,28,147.8,126,173,1990
train,2164,10,3,6.9,5,11,12.2,2,32,113.9,30,145,1330
train,2165,15,3,9,4,14,20.1,4,52,144.4,37,313,2602
train,2166,12,8,9.7,8,14,17,1,42,148.8,111,190,2106
train,2167,15,4,8.2,5,14,15.9,3,47,133.1,32,188,2359
train,2168,15,6,7.3,5,12,15.5,2,61,128.1,59,245,2262
train,2169,17,7,9.3,5,15,11.1,1,33,146.9,67,183,2844
train,2170,15,8,8.9,6,14,10.1,1,28,178,117,233,2954
train,2171,12,4,7,2,11,16.2,4,56,144.2,102,182,2008
train,2172,19,4,7.4,4,17,9.4,1,28,146.5,17,188,3102
train,2173,18,5,7.4,3,11,14,1,47,154.2,91,186,3161
train,2174,14,7,10.3,6,17,25.4,2,66,147.3,102,175,2561
train,2175,13,6,7.9,5,12,13.7,3,33,132.3,75,169,2001
train,2176,15,6,7.7,5,13,17.3,2,43,142.7,121,172,2515
train,2177,11,5,9.2,3,16,24.7,2,73,142.5,49,178,1940
train,2178,14,3,6.9,2,12,11.6,1,35,131.9,65,177,2106
train,2179,13,5,5.8,4,9,10.2,4,45,126.9,34,167,1859
train,2180,11,7,6.1,4,10,7.8,2,15,139.4,76,208,1686
train,2181,12,5,8.8,5,13,8.9,2,21,148.8,21,198,1997
train,2182,13,4,12.5,5,20,6.5,2,13,145.1,28,226,2133
train,2183,10,3,7.7,5,12,7.8,4,18,100.3,44,187,1158
train,2184,11,5,9.1,5,15,17.3,4,28,151.7,112,175,1959
train,2185,9,6,7.1,5,11,9.6,2,19,153,94,239,1527
train,2186,11,6,8,6,11,13.6,1,53,123.6,22,184,1598
train,2187,10,5,9.1,5,13,7.7,1,15,147,58,206,1638
train,2188,16,8,7.8,5,11,20.9,2,77,150.5,68,182,2868
train,2189,18,6,8.2,5,16,15.9,1,37,114.6,24,182,2495
train,2190,18,6,8.8,5,17,14.8,1,34,114.4,35,285,2484
train,2191,17,5,8.9,5,17,17.1,2,39,122.8,26,156,2529
train,2192,18,7,7,5,13,11.1,2,33,130.4,36,193,2674
train,2193,16,7,7.2,4,12,13.5,3,34,160.6,49,210,2901
train,2194,17,1,6.4,4,11,25.9,1,112,115.7,47,176,2516
train,2195,12,2,7.8,4,14,12.4,2,49,146,121,213,1994
train,2196,14,6,8.1,4,12,11.3,3,25,122.1,44,178,1981
train,2197,11,6,11.5,6,18,11.3,1,32,152.4,60,177,1927
train,2198,7,4,9.4,7,12,12.9,3,24,142.3,122,164,1152
train,2199,10,3,6.3,4,10,10.5,2,30,137.4,127,179,1542
train,2200,18,9,7.6,4,13,18.7,2,49,131.2,70,195,2834
train,2201,11,3,9.3,4,13,19.8,1,65,124.6,33,181,1691
train,2202,10,4,5.8,5,8,16.7,5,57,121.9,53,168,1444
train,2203,8,4,8.9,5,12,15,2,30,120.6,48,162,1156
train,2204,14,5,7.7,4,19,15.6,2,84,154.9,119,186,2495
train,2205,11,5,8.1,5,10,9.6,3,21,145.2,80,180,1792
train,2206,16,9,7.3,5,9,14.1,3,37,135.8,88,207,2515
train,2207,11,5,9.5,5,16,8.5,1,31,159.6,135,176,1954
train,2208,5,2,6,3,10,13.2,2,35,147.2,125,188,832
train,2209,10,4,9.1,5,12,22.1,4,44,120.2,71,140,1514
train,2210,17,4,6.1,4,15,11.1,2,41,125.4,74,213,2423
train,2211,14,3,8.9,5,13,6.7,3,17,148.1,57,195,2292
train,2212,15,4,7.5,5,11,15.9,2,61,144,52,202,2510
train,2213,15,5,6.1,4,8,16.9,2,46,149.8,59,226,2591
train,2214,12,4,9.1,5,17,21.2,2,66,130.4,78,172,1929
train,2215,10,3,6.5,5,8,9.4,2,21,141.5,125,178,1574
train,2216,10,4,6.9,4,10,22,1,70,127.2,29,171,1561
train,2217,12,4,7.4,5,11,4.2,1,9,136.6,54,188,1778
train,2218,11,5,8.6,5,13,24.3,5,87,141.8,50,214,1922
train,2219,14,6,10.9,7,20,21.4,2,45,142.4,47,212,2446
train,2220,18,5,7.9,4,13,16.1,2,49,137.5,5,209,2907
train,2221,15,5,9,5,14,8.5,2,43,144.7,122,172,2432
train,2222,15,3,9.5,6,12,15.4,1,46,148.9,78,182,2607
train,2223,14,4,8.2,5,12,12.5,4,25,158.3,128,200,2506
train,2224,16,6,7.8,4,13,18,2,43,149.6,58,200,2805
train,2225,11,3,7.6,5,12,9.3,2,26,120.3,39,164,1509
train,2226,10,6,10.5,8,20,25.9,1,71,140.1,117,166,1765
train,2227,11,4,9.6,7,18,7.1,2,26,108.8,37,155,1381
train,2228,11,6,8.9,5,13,10.1,2,31,129.6,31,181,1635
train,2229,10,3,7.3,5,11,13.3,8,30,139.8,62,191,1604
train,2230,12,4,9.5,6,15,15.8,5,38,140.2,40,163,1986
train,2231,9,4,8.1,4,13,12.9,2,29,150.4,132,174,1543
train,2232,18,2,7.4,4,13,11.6,4,21,159.3,49,210,3208
train,2233,18,7,9.1,5,22,39.7,2,75,131.2,67,194,3239
train,2234,18,3,6.4,4,11,14.6,3,36,162.8,43,305,3309
train,2235,12,10,9.6,6,15,21.4,4,39,150.6,95,195,2179
train,2236,14,5,9.1,6,14,23.4,2,62,124.8,28,180,2203
train,2237,20,17,8.6,4,15,11.8,3,22,131.1,38,183,3029
train,2238,10,5,9.3,5,16,11.5,2,32,135.1,95,164,1559
train,2239,10,3,10.1,5,14,18.7,4,36,115.5,72,135,1443
train,2240,10,5,9.5,5,18,18.5,4,42,112.4,59,154,1404
train,2241,13,5,7.8,5,10,9.2,4,19,144.9,100,182,2104
train,2242,7,3,8.9,5,13,13.3,3,28,145.4,126,169,1173
train,2243,10,4,9.4,5,14,14.4,2,30,128.5,90,137,1523
train,2244,13,8,9,5,13,8.9,2,45,128.9,27,177,1909
train,2245,10,5,8.2,5,13,19.7,4,47,143.3,81,169,1712
train,2246,10,2,8,5,17,11.5,2,35,128.8,63,151,1483
train,2247,10,4,9,5,16,25.1,4,52,136,37,203,1701
train,2248,12,5,9.2,6,12,22.7,1,80,170.8,135,249,2432
train,2249,10,3,10,6,14,8.4,1,21,142.1,67,202,1605
train,2250,10,2,7.3,5,10,19.5,2,42,127.6,55,253,1544
train,2251,14,3,9.1,6,16,13.4,4,41,132.6,44,167,2171
train,2252,18,5,10.1,5,20,11.3,1,40,124.4,25,182,2625
train,2253,19,5,10.4,7,23,13.2,3,58,142.7,82,196,3159
train,2254,10,3,7.5,5,11,15.8,5,44,150.4,90,219,1737
train,2255,15,7,9.6,5,16,16.2,3,47,145.1,61,188,2563
train,2256,12,4,7.9,5,13,10.3,2,33,139.6,42,166,1894
train,2257,7,3,7.4,5,11,11.6,5,24,115.1,53,142,939
train,2258,18,2,6.4,3,9,8.8,2,41,146.2,125,199,2905
train,2259,14,3,7.9,3,16,12.7,1,31,129.9,42,167,2108
train,2260,18,8,11.7,8,18,24.4,1,59,147.4,27,218,3303
train,2261,12,2,8.8,4,15,12.1,1,37,145.9,103,181,2001
train,2262,10,5,7.7,4,12,22.3,5,41,131.6,68,170,1616
train,2263,5,2,6.6,4,9,9.2,2,24,137.2,134,141,765
train,2264,12,7,8.7,6,11,28,4,57,124.2,32,169,1931
train,2265,15,5,8.7,5,12,30.7,2,127,135.7,29,207,2626
train,2266,10,5,6.8,4,10,21.8,1,66,143.5,129,156,1721
train,2267,13,3,8.8,5,15,13.4,5,32,140,80,178,2109
train,2268,10,5,8.4,4,12,15.5,2,61,131.5,75,164,1554
train,2269,15,7,7.1,6,9,8.5,2,22,132.3,28,185,2220
train,2270,12,3,10.1,5,17,10.9,2,40,160.2,127,182,2175
