feedback_config,task_id,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_turn_tokens,final_label
CF_SEF,BigCodeBench/121,10,316.3,1,463,418.6,348,558,7349,pass
CF_SEF,BigCodeBench/122,10,1,1,1,259.7,230,294,2607,pass
CF_SEF,BigCodeBench/123,10,34.9,1,340,326.9,285,373,3618,pass
CF_SEF,BigCodeBench/124,10,355.3,324,427,1110.7,607,1596,14660,fail
CF_SEF,BigCodeBench/125,10,103.2,78,330,1532.4,276,1672,16356,fail
CF_SEF,BigCodeBench/126,10,103.9,78,337,1380.4,491,1594,14843,fail
CF_SEF,BigCodeBench/127,10,78.2,1,400,365.1,326,410,4433,pass
CF_SEF,BigCodeBench/128,10,113.8,81,409,1380.6,46,1691,14944,fail
CF_SEF,BigCodeBench/129,10,320.5,295,380,494.1,454,505,8146,fail
CF_SEF,BigCodeBench/130,10,259,1,393,146.9,37,225,4059,pass
CF_SEF,BigCodeBench/131,10,306,290,348,115.3,37,184,4213,fail
CF_SEF,BigCodeBench/132,10,385.4,340,451,204.3,46,488,5897,fail
CF_SEF,BigCodeBench/133,10,339.7,302,364,379.3,337,388,7190,fail
CF_SEF,BigCodeBench/134,10,1,1,1,181.4,120,273,1824,pass
CF_SEF,BigCodeBench/135,10,184.3,1,417,337.7,295,423,5220,pass
CF_SEF,BigCodeBench/136,10,1,1,1,379,313,457,3800,pass
CF_SEF,BigCodeBench/137,10,1,1,1,233.3,173,284,2343,pass
CF_SEF,BigCodeBench/138,10,144.7,1,375,394.3,350,432,5390,pass
CF_SEF,BigCodeBench/139,10,146.3,1,399,383.4,347,439,5297,pass
CF_SEF,BigCodeBench/140,10,1,1,1,258,258,258,2590,pass
CF_SEF,BigCodeBench/141,10,1,1,1,421,371,475,4220,pass
CF_SEF,BigCodeBench/142,10,1,1,1,275.8,236,324,2768,pass
CF_SEF,BigCodeBench/143,10,352.4,1,439,153.5,26,222,5059,pass
CF_SEF,BigCodeBench/144,10,122.3,93,386,1381.2,393,1491,15035,fail
CF_SEF,BigCodeBench/145,10,104.6,84,290,1514.3,221,1658,16189,fail
CF_SEF,BigCodeBench/146,10,105.9,1,394,217.7,28,277,3236,pass
CF_SEF,BigCodeBench/147,10,350.8,325,430,153.7,40,223,5045,fail
CF_SEF,BigCodeBench/148,10,1,1,1,220,220,220,2210,pass
CF_SEF,BigCodeBench/149,10,134.3,78,375,1394.5,250,1680,15288,fail
CF_SEF,BigCodeBench/150,10,315,293,381,55.1,29,290,3701,fail
CF_SEF,BigCodeBench/151,10,109.3,1,378,351.6,260,413,4609,pass
CF_SEF,BigCodeBench/152,10,326.8,282,349,245.8,164,381,5726,fail
CF_SEF,BigCodeBench/153,10,1,1,1,239.5,196,292,2405,pass
CF_SEF,BigCodeBench/154,10,140.9,1,390,170.2,123,197,3111,pass
CF_SEF,BigCodeBench/155,10,361.2,306,375,127.9,87,318,4891,fail
CF_SEF,BigCodeBench/156,10,247.7,1,377,353.7,158,1663,6014,pass
CF_SEF,BigCodeBench/157,10,148.3,84,408,92.3,25,368,2406,fail
CF_SEF,BigCodeBench/158,10,29.8,1,289,188.5,136,248,2183,pass
CF_SEF,BigCodeBench/159,10,193.5,1,420,100.7,24,240,2942,pass
CF_SEF,BigCodeBench/160,10,150.2,1,416,582.9,484,712,7331,pass
CF_SEF,BigCodeBench/161,10,380.2,352,461,297.4,32,422,6776,fail
CF_SEF,BigCodeBench/162,10,40.8,1,399,343.4,291,403,3842,pass
CF_SEF,BigCodeBench/163,10,44.3,1,434,314.3,278,358,3586,pass
CF_SEF,BigCodeBench/164,10,104.4,78,342,1111,255,1542,12154,fail
CF_SEF,BigCodeBench/165,10,1,1,1,288.2,209,381,2892,pass
CF_SEF,BigCodeBench/166,10,45.3,1,444,436.1,385,489,4814,pass
CF_SEF,BigCodeBench/167,10,348.9,297,369,155.8,32,267,5047,fail
CF_SEF,BigCodeBench/168,10,83.5,1,433,324.3,274,389,4078,pass
CF_SEF,BigCodeBench/169,10,1,1,1,363.5,294,446,3645,pass
CF_SEF,BigCodeBench/170,10,1,1,1,257.8,202,316,2588,pass
CF_SEF,BigCodeBench/171,10,329.3,267,374,394.5,354,508,7238,fail
CF_SEF,BigCodeBench/172,10,31.5,1,306,150,24,196,1815,pass
CF_SEF,BigCodeBench/173,10,365,336,386,147.6,26,246,5126,fail
CF_SEF,BigCodeBench/174,10,1,1,1,187,142,227,1880,pass
CF_SEF,BigCodeBench/175,10,346.8,312,394,427.1,403,434,7739,fail
CF_SEF,BigCodeBench/176,10,274.7,265,321,234.6,165,243,5093,fail
CF_SEF,BigCodeBench/177,10,357.3,305,397,322.8,304,367,6801,fail
CF_SEF,BigCodeBench/178,10,31,1,301,313.9,193,457,3449,pass
CF_SEF,BigCodeBench/179,10,410.7,381,426,561.6,558,562,9723,fail
CF_SEF,BigCodeBench/180,10,264.9,1,429,398.5,314,472,6634,pass
CF_SEF,BigCodeBench/181,10,1,1,1,190.2,124,268,1912,pass
CF_SEF,BigCodeBench/182,10,173.2,1,373,228.3,178,321,4015,pass
CF_SEF,BigCodeBench/183,10,81.3,1,279,96.4,74,128,1777,pass
CF_SEF,BigCodeBench/184,10,265.7,1,412,928.9,869,1239,11946,pass
CF_SEF,BigCodeBench/185,10,321.8,293,394,317.6,66,523,6394,fail
CF_SEF,BigCodeBench/186,10,406.3,378,432,275.5,270,313,6818,fail
CF_SEF,BigCodeBench/187,10,194.6,1,376,373.1,84,683,5677,pass
CF_SEF,BigCodeBench/188,10,159.7,1,424,373.3,283,468,5330,pass
CF_SEF,BigCodeBench/189,10,339.3,330,363,200.2,187,242,5395,fail
CF_SEF,BigCodeBench/190,10,245.5,1,449,931.5,352,1143,11770,pass
CF_SEF,BigCodeBench/191,10,285.6,261,378,242.8,196,252,5284,fail
CF_SEF,BigCodeBench/192,10,318.8,288,379,386.2,369,398,7050,fail
CF_SEF,BigCodeBench/193,10,186.8,78,400,1071.2,142,1601,12580,fail
CF_SEF,BigCodeBench/194,10,1,1,1,313.8,168,486,3148,pass
CF_SEF,BigCodeBench/195,10,122.8,1,361,161.9,136,187,2847,pass
CF_SEF,BigCodeBench/196,10,42.9,1,420,259.4,182,348,3023,pass
CF_SEF,BigCodeBench/197,10,1,1,1,297.9,248,344,2989,pass
CF_SEF,BigCodeBench/198,10,1,1,1,245,132,322,2460,pass
CF_SEF,BigCodeBench/199,10,1,1,1,624.8,529,721,6258,pass
CF_SEF,BigCodeBench/200,10,226.5,1,425,186.8,39,361,4133,pass
CF_SEF,BigCodeBench/201,10,1,1,1,416.7,399,441,4177,pass
CF_SEF,BigCodeBench/202,10,119.5,85,366,1443.7,317,1569,15632,fail
CF_SEF,BigCodeBench/203,10,330.6,78,422,476.9,354,918,8075,fail
CF_SEF,BigCodeBench/204,10,1,1,1,358.3,298,429,3593,pass
CF_SEF,BigCodeBench/205,10,57.1,1,299,146.2,93,166,2033,pass
CF_SEF,BigCodeBench/206,10,37.7,1,368,202.6,170,242,2403,pass
CF_SEF,BigCodeBench/207,10,38.8,1,379,135.3,109,157,1741,pass
CF_SEF,BigCodeBench/208,10,184.6,1,434,362.2,322,422,5468,pass
CF_SEF,BigCodeBench/209,10,64,1,333,259.6,131,357,3236,pass
CF_SEF,BigCodeBench/210,10,342.6,305,386,207.9,35,329,5505,fail
CF_SEF,BigCodeBench/211,10,290.3,275,332,219.5,193,223,5098,fail
CF_SEF,BigCodeBench/212,10,292.7,1,394,212.3,66,263,5050,pass
CF_SEF,BigCodeBench/213,10,1,1,1,262,262,262,2630,pass
CF_SEF,BigCodeBench/214,10,111.3,78,411,1189.6,290,1537,13009,fail
CF_SEF,BigCodeBench/215,10,419.6,332,457,408.5,397,450,8281,fail
CF_SEF,BigCodeBench/216,10,1,1,1,439.2,380,508,4402,pass
CF_SEF,BigCodeBench/217,10,117.7,1,409,270.3,216,339,3880,pass
CF_SEF,BigCodeBench/218,10,147.9,1,406,638.6,560,783,7865,pass
CF_SEF,BigCodeBench/219,10,319.3,77,394,491.7,335,1703,8110,fail
CF_SEF,BigCodeBench/220,10,332.6,273,434,179.7,27,336,5123,fail
CF_SEF,BigCodeBench/221,10,256.3,1,418,539.8,314,714,7961,pass
CF_SEF,BigCodeBench/222,10,322.1,290,378,129,22,196,4511,fail
CF_SEF,BigCodeBench/223,10,110.9,1,403,293.2,36,364,4041,pass
CF_SEF,BigCodeBench/224,10,387.8,351,413,560.6,407,1641,9484,fail
CF_SEF,BigCodeBench/225,10,236.3,78,366,417.6,37,1219,6539,fail
CF_SEF,BigCodeBench/226,10,214.7,75,334,213.8,114,255,4285,fail
CF_SEF,BigCodeBench/227,10,363.7,355,418,431.8,425,493,7955,fail
CF_SEF,BigCodeBench/228,10,1,1,1,306.4,150,428,3074,pass
CF_SEF,BigCodeBench/229,10,35.3,1,344,427.2,294,582,4625,pass
CF_SEF,BigCodeBench/230,10,391.7,331,472,288.4,73,346,6801,fail
CF_SEF,BigCodeBench/231,10,394.8,345,414,380.3,340,400,7751,fail
CF_SEF,BigCodeBench/232,10,32.6,1,317,292.8,255,329,3254,pass
CF_SEF,BigCodeBench/233,10,67.2,1,336,471.4,289,709,5386,pass
CF_SEF,BigCodeBench/234,10,379.5,328,425,228.2,37,336,6077,fail
CF_SEF,BigCodeBench/235,10,316.3,275,397,376.1,342,493,6924,fail
CF_SEF,BigCodeBench/236,10,1,1,1,464.9,349,581,4659,pass
CF_SEF,BigCodeBench/237,10,85.4,1,433,508.3,457,583,5937,pass
CF_SEF,BigCodeBench/238,10,102.4,1,354,261,211,313,3634,pass
CF_SEF,BigCodeBench/239,10,182.2,1,386,280.3,37,392,4625,pass
CF_SEF,BigCodeBench/240,10,1,1,1,161.3,121,201,1623,pass
CF_SEF,BigCodeBench/241,10,329.7,286,367,188.5,37,234,5182,fail
CF_SEF,BigCodeBench/242,10,242.2,88,441,150.1,29,376,3923,fail
CF_SEF,BigCodeBench/243,10,1,1,1,209,209,209,2100,pass
CF_SEF,BigCodeBench/244,10,352.7,324,382,275.3,259,300,6280,fail
CF_SEF,BigCodeBench/245,10,118.9,1,425,290.3,228,340,4092,pass
CF_SEF,BigCodeBench/246,10,317.7,290,397,358.7,332,372,6764,fail
CF_SEF,BigCodeBench/247,10,35.8,1,349,488.2,328,674,5240,pass
CF_SEF,BigCodeBench/248,10,314.8,1,430,256.9,218,294,5717,pass
CF_SEF,BigCodeBench/249,10,1,1,1,323.4,264,366,3244,pass
CF_SEF,BigCodeBench/250,10,103.7,78,335,1576.3,274,1721,16800,fail
CF_SEF,BigCodeBench/251,10,34.6,1,337,252,212,300,2866,pass
CF_SEF,BigCodeBench/252,10,105.5,78,353,1303.8,377,1621,14093,fail
CF_SEF,BigCodeBench/253,10,1,1,1,386.9,242,543,3879,pass
CF_SEF,BigCodeBench/254,10,26,1,251,104.3,82,130,1303,pass
CF_SEF,BigCodeBench/255,10,37.5,1,366,339.6,249,449,3771,pass
CF_SEF,BigCodeBench/256,10,397.3,320,440,382,324,394,7793,fail
CF_SEF,BigCodeBench/257,10,154.3,1,424,256.5,216,306,4108,pass
CF_SEF,BigCodeBench/258,10,29.7,1,288,1356.6,596,2284,13863,pass
CF_SEF,BigCodeBench/259,10,41.7,1,408,285,250,314,3267,pass
CF_SEF,BigCodeBench/260,10,1,1,1,171,171,171,1720,pass
CF_SEF,BigCodeBench/261,10,35.9,1,350,259.9,218,306,2958,pass
CF_SEF,BigCodeBench/262,10,1,1,1,394.9,205,472,3959,pass
CF_SEF,BigCodeBench/263,10,1,1,1,485,385,623,4860,pass
CF_SEF,BigCodeBench/264,10,361.8,295,385,178.6,53,432,5404,fail
CF_SEF,BigCodeBench/265,10,1,1,1,1433.1,264,1599,14341,pass
CF_SEF,BigCodeBench/266,10,33.9,1,330,340,241,447,3739,pass
CF_SEF,BigCodeBench/267,10,103.4,1,370,243.8,45,335,3472,pass
CF_SEF,BigCodeBench/268,10,35.8,1,349,368.2,213,549,4040,pass
CF_SEF,BigCodeBench/269,10,116.7,1,432,330.2,276,420,4469,pass
CF_SEF,BigCodeBench/270,10,1,1,1,150.5,119,186,1515,pass
CF_SEF,BigCodeBench/271,10,340.9,318,367,443.2,363,463,7841,fail
CF_SEF,BigCodeBench/272,10,1,1,1,249.2,26,314,2502,pass
CF_SEF,BigCodeBench/273,10,391.7,354,466,349.6,68,666,7413,fail
CF_SEF,BigCodeBench/274,10,113.6,75,461,413.7,366,419,5273,fail
CF_SEF,BigCodeBench/275,10,1,1,1,101.6,65,145,1026,pass
CF_SEF,BigCodeBench/276,10,154,1,419,197.5,28,294,3515,pass
CF_SEF,BigCodeBench/277,10,1,1,1,143.4,104,181,1444,pass
CF_SEF,BigCodeBench/278,10,300.5,261,351,124,38,285,4245,fail
CF_SEF,BigCodeBench/279,10,31.3,1,304,449.3,256,680,4806,pass
CF_SEF,BigCodeBench/280,10,38.8,1,379,400.7,338,474,4395,pass
CF_SEF,BigCodeBench/281,10,70.5,1,354,333.9,262,386,4044,pass
CF_SEF,BigCodeBench/282,10,115,1,418,393.2,296,509,5082,pass
CF_SEF,BigCodeBench/283,10,35,1,341,277.9,214,329,3129,pass
CF_SEF,BigCodeBench/284,10,39.3,1,384,289.4,219,355,3287,pass
CF_SEF,BigCodeBench/285,10,58.6,1,322,123.8,30,171,1824,pass
CF_SEF,BigCodeBench/286,10,1,1,1,359,359,359,3600,pass
CF_SEF,BigCodeBench/287,10,102.1,1,363,131.8,29,253,2339,pass
CF_SEF,BigCodeBench/288,10,1,1,1,252.4,211,293,2534,pass
CF_SEF,BigCodeBench/289,10,1,1,1,403,403,403,4040,pass
CF_SEF,BigCodeBench/290,10,35.6,1,347,396.8,260,564,4324,pass
CF_SEF,BigCodeBench/291,10,36.9,1,360,214.9,156,284,2518,pass
CF_SEF,BigCodeBench/292,10,145.2,1,399,225.4,172,350,3706,pass
CF_SEF,BigCodeBench/293,10,1,1,1,348.1,286,411,3491,pass
CF_SEF,BigCodeBench/294,10,344.9,338,370,295.9,289,330,6408,fail
CF_SEF,BigCodeBench/295,10,1,1,1,238,238,238,2390,pass
CF_SEF,BigCodeBench/296,10,1,1,1,289.7,242,330,2907,pass
CF_SEF,BigCodeBench/297,10,1,1,1,147.6,122,170,1486,pass
CF_SEF,BigCodeBench/298,10,415.1,372,455,348.3,68,565,7634,fail
CF_SEF,BigCodeBench/299,10,68.8,1,361,158.9,35,238,2277,pass
CF_SEF,BigCodeBench/300,10,193.2,84,390,259.9,41,486,4531,fail
CF_SEF,BigCodeBench/301,10,72.4,1,396,411.9,261,592,4843,pass
CF_SEF,BigCodeBench/302,10,257.8,1,482,520.3,454,614,7781,pass
CF_SEF,BigCodeBench/303,10,42.9,1,420,587.4,385,809,6303,pass
CF_SEF,BigCodeBench/304,10,332.9,298,453,128.1,41,337,4610,fail
CF_SEF,BigCodeBench/305,10,64,1,329,292.9,225,386,3569,pass
CF_SEF,BigCodeBench/306,10,323.1,288,377,279.7,236,538,6028,fail
CF_SEF,BigCodeBench/307,10,207.7,1,390,188.6,137,220,3963,pass
CF_SEF,BigCodeBench/308,10,352.6,302,377,288.9,285,309,6415,fail
CF_SEF,BigCodeBench/309,10,104.2,77,349,382.2,321,389,4864,fail
CF_SEF,BigCodeBench/310,10,212.1,1,379,256.6,83,351,4687,pass
CF_SEF,BigCodeBench/311,10,201.7,1,365,304.6,242,370,5063,pass
CF_SEF,BigCodeBench/312,10,1,1,1,168,168,168,1690,pass
CF_SEF,BigCodeBench/313,10,326.7,84,431,398.3,126,1722,7250,fail
CF_SEF,BigCodeBench/314,10,331,288,363,156.1,32,314,4871,fail
CF_SEF,BigCodeBench/315,10,1,1,1,396,396,396,3970,pass
CF_SEF,BigCodeBench/316,10,55.8,1,308,230.4,69,349,2862,pass
CF_SEF,BigCodeBench/317,10,339.5,302,426,251.6,239,271,5911,fail
CF_SEF,BigCodeBench/318,10,104.9,77,356,278.8,277,279,3837,fail
CF_SEF,BigCodeBench/319,10,321.8,296,374,174.5,47,215,4963,fail
CF_SEF,BigCodeBench/320,10,102.3,1,352,99.9,71,132,2022,pass
CF_SEF,BigCodeBench/321,10,412,355,439,755,383,1553,11670,fail
CF_SEF,BigCodeBench/322,10,360.3,318,407,209.6,103,270,5699,fail
CF_SEF,BigCodeBench/323,10,380.8,362,411,420.1,397,457,8009,fail
CF_SEF,BigCodeBench/324,10,125.7,97,384,1403.4,255,1531,15291,fail
CF_SEF,BigCodeBench/325,10,1,1,1,245.8,190,302,2468,pass
CF_SEF,BigCodeBench/326,10,35.7,1,348,287.4,237,341,3231,pass
CF_SEF,BigCodeBench/327,10,105.3,1,370,119.9,17,187,2252,pass
CF_SEF,BigCodeBench/328,10,1,1,1,252,252,252,2530,pass
CF_SEF,BigCodeBench/329,10,353.2,312,370,73.2,40,219,4264,fail
CF_SEF,BigCodeBench/330,10,1,1,1,215.7,186,243,2167,pass
CF_SEF,BigCodeBench/331,10,1,1,1,165,105,211,1660,pass
CF_SEF,BigCodeBench/332,10,348.6,279,377,178.9,172,209,5275,fail
CF_SEF,BigCodeBench/333,10,1,1,1,198,198,198,1990,pass
CF_SEF,BigCodeBench/334,10,67.2,1,337,137.2,50,232,2044,pass
CF_SEF,BigCodeBench/335,10,1,1,1,215,215,215,2160,pass
CF_SEF,BigCodeBench/336,10,1,1,1,199,199,199,2000,pass
CF_SEF,BigCodeBench/337,10,353.8,320,450,414.2,391,480,7680,fail
CF_SEF,BigCodeBench/338,10,125.4,77,332,853.9,35,1539,9793,fail
CF_SEF,BigCodeBench/339,10,1,1,1,278.7,231,336,2797,pass
CF_SEF,BigCodeBench/340,10,32.9,1,320,323.6,283,371,3565,pass
CF_SEF,BigCodeBench/341,10,190.1,1,421,456.9,382,521,6470,pass
CF_SEF,BigCodeBench/342,10,1,1,1,253.6,214,294,2546,pass
CF_SEF,BigCodeBench/343,10,41.5,1,406,515.1,383,671,5566,pass
CF_SEF,BigCodeBench/344,10,202.4,1,373,103.4,21,198,3058,pass
CF_SEF,BigCodeBench/345,10,64.9,1,329,322.9,252,364,3878,pass
CF_SEF,BigCodeBench/346,10,74.8,1,408,170.1,131,215,2449,pass
CF_SEF,BigCodeBench/347,10,1,1,1,368,368,368,3690,pass
CF_SEF,BigCodeBench/348,10,120.6,1,442,220,35,285,3406,pass
CF_SEF,BigCodeBench/349,10,33.8,1,329,305.9,273,337,3397,pass
CF_SEF,BigCodeBench/350,10,363.3,346,403,442.8,414,483,8061,fail
CF_SEF,BigCodeBench/351,10,1,1,1,186.1,112,303,1871,pass
CF_SEF,BigCodeBench/352,10,124.3,1,429,518.6,386,1433,6429,pass
CF_SEF,BigCodeBench/353,10,69.8,1,349,185,109,397,2548,pass
CF_SEF,BigCodeBench/354,10,356.7,307,397,230.2,108,438,5869,fail
CF_SEF,BigCodeBench/355,10,1,1,1,366,287,455,3670,pass
CF_SEF,BigCodeBench/356,10,348,85,500,204.1,37,423,5521,fail
CF_SEF,BigCodeBench/357,10,1,1,1,407.2,301,487,4082,pass
CF_SEF,BigCodeBench/358,10,1,1,1,313,313,313,3140,pass
CF_SEF,BigCodeBench/359,10,1,1,1,226.6,177,277,2276,pass
CF_SEF,BigCodeBench/360,10,278.2,1,450,448.3,403,488,7265,pass
CF_SEF,BigCodeBench/361,10,1,1,1,336.4,314,424,3374,pass
CF_SEF,BigCodeBench/362,10,155,103,364,1352.6,320,1472,15076,fail
CF_SEF,BigCodeBench/363,10,296.1,277,313,203.9,197,212,5000,timeout
CF_SEF,BigCodeBench/364,10,32.3,1,314,459.3,266,658,4916,pass
CF_SEF,BigCodeBench/365,10,74.5,1,395,393.9,249,584,4684,pass
CF_SEF,BigCodeBench/366,10,1,1,1,304.7,149,442,3057,pass
CF_SEF,BigCodeBench/367,10,340.7,312,405,308.9,38,473,6496,fail
CF_SEF,BigCodeBench/368,10,105.6,87,273,1301.7,229,1421,14073,fail
CF_SEF,BigCodeBench/369,10,1,1,1,373.9,274,449,3749,pass
CF_SEF,BigCodeBench/370,10,76.8,1,390,320,282,368,3968,pass
CF_SEF,BigCodeBench/371,10,81.7,1,294,187.9,152,241,2696,pass
CF_SEF,BigCodeBench/372,10,163.1,1,345,112.7,35,282,2758,pass
CF_SEF,BigCodeBench/373,10,215.2,1,397,292,191,344,5072,pass
CF_SEF,BigCodeBench/374,10,37.7,1,368,419.3,332,509,4570,pass
CF_SEF,BigCodeBench/375,10,36.2,1,353,212.1,159,270,2483,pass
CF_SEF,BigCodeBench/376,10,74.3,1,372,177.8,57,278,2521,pass
CF_SEF,BigCodeBench/377,10,34.6,1,337,219.7,169,281,2543,pass
CF_SEF,BigCodeBench/378,10,383.5,320,424,295.1,45,470,6786,fail
CF_SEF,BigCodeBench/379,10,1,1,1,225.2,111,363,2262,pass
CF_SEF,BigCodeBench/380,10,313.8,290,377,205.8,189,211,5196,fail
CF_SEF,BigCodeBench/381,10,1,1,1,397.1,299,515,3981,pass
CF_SEF,BigCodeBench/382,10,40,1,391,404.5,274,487,4445,pass
CF_SEF,BigCodeBench/383,10,292,1,392,190.3,68,257,4823,pass
CF_SEF,BigCodeBench/384,10,107.1,78,369,1348.3,499,1648,14554,fail
CF_SEF,BigCodeBench/385,10,34.2,1,333,497.8,296,744,5320,pass
CF_SEF,BigCodeBench/386,10,302.4,299,330,101,89,209,4034,fail
CF_SEF,BigCodeBench/387,10,360.8,285,419,261.3,61,755,6221,fail
CF_SEF,BigCodeBench/388,10,128.4,78,339,976.6,220,1556,11050,fail
CF_SEF,BigCodeBench/389,10,35.4,1,345,193,157,233,2284,pass
CF_SEF,BigCodeBench/390,10,1,1,1,209.4,157,261,2104,pass
CF_SEF,BigCodeBench/391,10,128.2,78,361,1138.2,286,1702,12664,fail
CF_SEF,BigCodeBench/392,10,331.1,1,422,565.6,366,1085,8967,pass
CF_SEF,BigCodeBench/393,10,1,1,1,316.4,270,384,3174,pass
CF_SEF,BigCodeBench/394,10,25.5,1,246,224.6,176,266,2501,pass
CF_SEF,BigCodeBench/395,10,68,1,370,576.1,390,1712,6441,pass
CF_SEF,BigCodeBench/396,10,74.6,1,401,231.5,159,315,3061,pass
CF_SEF,BigCodeBench/397,10,92.3,1,342,265,192,384,3573,pass
CF_SEF,BigCodeBench/398,10,33.5,1,326,162.8,125,191,1963,pass
CF_SEF,BigCodeBench/399,10,187.9,1,376,278.3,258,310,4662,pass
CF_SEF,BigCodeBench/400,10,101.5,1,373,490.1,325,599,5916,pass
CF_SEF,BigCodeBench/401,10,148.7,1,362,157.3,34,215,3060,pass
CF_SEF,BigCodeBench/402,10,74.9,1,377,268.2,63,402,3431,pass
CF_SEF,BigCodeBench/403,10,219.6,1,406,361.5,280,681,5811,pass
CF_SEF,BigCodeBench/404,10,1,1,1,233.9,226,240,2349,pass
CF_SEF,BigCodeBench/405,10,1,1,1,190,190,190,1910,pass
CF_SEF,BigCodeBench/406,10,1,1,1,404.8,335,487,4058,pass
CF_SEF,BigCodeBench/407,10,122.8,96,364,69.1,47,268,1919,fail
CF_SEF,BigCodeBench/408,10,38,1,371,155.4,116,188,1934,pass
CF_SEF,BigCodeBench/409,10,159.8,1,420,346.5,320,394,5063,pass
CF_SEF,BigCodeBench/410,10,84.7,1,437,429.9,372,485,5146,pass
CF_SEF,BigCodeBench/411,10,82.7,1,351,271.1,199,570,3538,pass
CF_SEF,BigCodeBench/412,10,1,1,1,228.5,182,278,2295,pass
CF_SEF,BigCodeBench/413,10,127.9,1,402,156.3,23,294,2842,pass
CF_SEF,BigCodeBench/414,10,38.3,1,374,353.1,309,398,3914,pass
CF_SEF,BigCodeBench/415,10,30.1,1,292,130,31,173,1601,pass
CF_SEF,BigCodeBench/416,10,342.8,1,462,262.2,220,296,6050,pass
CF_SEF,BigCodeBench/417,10,216.2,1,488,379.4,293,707,5956,pass
CF_SEF,BigCodeBench/418,10,109.1,78,389,1202,374,1294,13111,fail
CF_SEF,BigCodeBench/419,10,129.2,1,446,379.9,314,485,5091,pass
CF_SEF,BigCodeBench/420,10,103.2,1,379,255.1,31,343,3583,pass
CF_SEF,BigCodeBench/421,10,1,1,1,662.5,499,859,6635,pass
CF_SEF,BigCodeBench/422,10,60.9,1,312,321.7,255,445,3826,pass
CF_SEF,BigCodeBench/423,10,1,1,1,389,389,389,3900,pass
CF_SEF,BigCodeBench/424,10,424.7,389,441,674.7,601,688,10994,fail
CF_SEF,BigCodeBench/425,10,145.9,1,387,348.1,318,406,4940,pass
CF_SEF,BigCodeBench/426,10,42.1,1,412,413,366,462,4551,pass
CF_SEF,BigCodeBench/427,10,110.8,1,401,278.8,64,362,3896,pass
CF_SEF,BigCodeBench/428,10,369.4,335,424,184.2,165,236,5536,fail
CF_SEF,BigCodeBench/429,10,328.7,298,362,259,55,319,5877,fail
CF_SEF,BigCodeBench/430,10,72.4,1,397,217.9,162,266,2903,pass
CF_SEF,BigCodeBench/431,10,76.9,1,404,375.4,334,418,4523,pass
CF_SEF,BigCodeBench/432,10,42.3,1,414,336,268,408,3783,pass
CF_SEF,BigCodeBench/433,10,33.3,1,324,259.6,193,323,2929,pass
CF_SEF,BigCodeBench/434,10,349.8,292,376,656.4,500,1639,10062,fail
CF_SEF,BigCodeBench/435,10,29.9,1,290,352.1,308,397,3820,pass
CF_SEF,BigCodeBench/436,10,272.1,262,363,438.7,274,457,7108,fail
CF_SEF,BigCodeBench/437,10,31.1,1,302,205.9,160,235,2370,pass
CF_SEF,BigCodeBench/438,10,31.1,1,302,334.8,279,389,3659,pass
CF_SEF,BigCodeBench/439,10,199.5,86,422,103.9,27,290,3034,fail
CF_SEF,BigCodeBench/440,10,354.1,322,380,262.6,216,295,6167,fail
CF_SEF,BigCodeBench/441,10,202.7,1,428,366.3,336,411,5690,pass
CF_SEF,BigCodeBench/442,10,123.5,97,362,72.6,54,240,1961,fail
CF_SEF,BigCodeBench/443,10,456.8,427,474,468.2,425,473,9250,fail
CF_SEF,BigCodeBench/444,10,1,1,1,277,277,277,2780,pass
CF_SEF,BigCodeBench/445,10,1,1,1,358.4,350,371,3594,pass
CF_SEF,BigCodeBench/446,10,1,1,1,186.1,128,240,1871,pass
CF_SEF,BigCodeBench/447,10,340.9,301,377,204.8,50,237,5457,fail
CF_SEF,BigCodeBench/448,10,1,1,1,303.9,237,373,3049,pass
CF_SEF,BigCodeBench/449,10,319.9,264,384,189.2,51,294,5091,fail
CF_SEF,BigCodeBench/450,10,97.1,1,388,352.6,261,455,4497,pass
CF_SEF,BigCodeBench/451,10,37.6,1,367,452.8,361,555,4904,pass
CF_SEF,BigCodeBench/452,10,99.9,1,372,324.8,232,427,4247,pass
CF_SEF,BigCodeBench/453,10,1,1,1,151.6,111,199,1526,pass
CF_SEF,BigCodeBench/454,10,101.6,78,314,1511.1,300,1651,16127,fail
CF_SEF,BigCodeBench/455,10,1,1,1,274,274,274,2750,pass
CF_SEF,BigCodeBench/456,10,71.5,1,383,345.6,209,455,4171,pass
CF_SEF,BigCodeBench/457,10,370.1,334,412,248.9,19,325,6190,fail
CF_SEF,BigCodeBench/458,10,337.3,316,364,447.4,399,466,7847,fail
CF_SEF,BigCodeBench/459,10,325.1,274,354,79.8,38,177,4049,fail
CF_SEF,BigCodeBench/460,10,30.2,1,293,313.3,199,358,3435,pass
CF_SEF,BigCodeBench/461,10,273.8,78,456,851.5,358,1649,11253,fail
CF_SEF,BigCodeBench/462,10,143,1,413,177.7,45,341,3207,pass
CF_SEF,BigCodeBench/463,10,127.1,92,443,64.6,33,349,1917,fail
CF_SEF,BigCodeBench/464,10,1,1,1,202,202,202,2030,pass
CF_SEF,BigCodeBench/465,10,1,1,1,186.7,120,264,1877,pass
CF_SEF,BigCodeBench/466,10,1,1,1,343.4,104,490,3444,pass
