subset,session_id,context_tokens,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_session_tokens
scbench_summary_with_needles,67,98357,8,20.8,10,33,41.5,2,121,98855
scbench_summary_with_needles,68,101308,8,20,10,31,48.4,2,126,101855
scbench_summary_with_needles,69,100729,8,19.6,10,31,33.9,2,71,101157
scbench_summary_with_needles,70,104413,8,25.6,10,48,44.4,2,140,104973
scbench_summary_with_needles,71,102138,8,20.2,10,33,45,2,105,102660
scbench_summary_with_needles,72,97639,8,22.1,10,50,40.9,2,102,98143
scbench_repoqa_and_kv,0,67529,8,112.1,37,233,69.2,22,258,68980
scbench_repoqa_and_kv,1,67441,8,123.2,35,228,78.2,21,221,69053
scbench_repoqa_and_kv,2,67505,8,110.1,37,255,73,20,205,68970
scbench_repoqa_and_kv,3,67516,8,117.6,35,223,73.4,16,181,69044
scbench_repoqa_and_kv,4,68028,8,109,35,198,47.1,22,137,69277
scbench_repoqa_and_kv,5,68053,8,104.1,36,200,55.1,19,247,69327
scbench_repoqa_and_kv,6,67544,8,109.5,37,214,75,18,279,69020
scbench_repoqa_and_kv,7,67497,8,113.4,37,218,84.9,15,356,69083
scbench_repoqa_and_kv,8,68054,8,139.2,37,275,125.8,21,326,70174
scbench_repoqa_and_kv,9,68026,8,126.4,35,250,84.9,13,319,69716
scbench_repoqa_and_kv,10,67459,8,125,34,286,93.4,19,305,69206
scbench_repoqa_and_kv,11,67530,8,128.8,35,301,76.1,19,366,69169
scbench_repoqa_and_kv,12,67549,8,113.6,38,227,30.2,22,45,68700
scbench_repoqa_and_kv,13,67520,8,125.4,34,277,61.2,21,223,69013
scbench_repoqa_and_kv,14,68018,8,111.1,38,232,25.9,8,57,69114
scbench_repoqa_and_kv,15,68031,8,96.1,33,166,43.8,20,110,69150
scbench_repoqa_and_kv,16,67980,8,112,36,260,102.8,19,408,69698
scbench_repoqa_and_kv,17,67963,8,102.8,37,235,66.4,15,243,69316
scbench_repoqa_and_kv,18,67972,8,101,36,185,30.5,21,54,69024
scbench_repoqa_and_kv,19,68038,8,119.9,35,225,38.2,20,120,69303
scbench_repoqa_and_kv,20,67483,8,130.2,37,368,60.1,20,140,69006
scbench_repoqa_and_kv,21,67519,8,130,35,282,141.2,20,368,69689
scbench_repoqa_and_kv,22,68029,8,116,34,236,46.6,15,184,69330
scbench_repoqa_and_kv,23,68038,8,108.5,35,222,36,19,131,69194
scbench_repoqa_and_kv,24,67970,8,115.6,37,266,112.9,19,361,69798
scbench_repoqa_and_kv,25,67990,8,104.9,34,242,31.9,8,76,69084
scbench_repoqa_and_kv,26,67458,8,138.2,37,328,21,7,56,68732
scbench_repoqa_and_kv,27,67505,8,115.9,38,274,24.6,7,56,68629
scbench_repoqa_and_kv,28,67527,8,113.6,34,249,68.2,20,194,68982
scbench_repoqa_and_kv,29,67523,8,109.4,35,224,37,20,88,68694
scbench_repoqa_and_kv,30,68014,8,114,38,261,59.1,12,311,69399
scbench_repoqa_and_kv,31,68037,8,101.4,38,235,25.4,16,57,69051
scbench_repoqa_and_kv,32,68032,8,101.5,35,207,76.4,16,368,69455
scbench_repoqa_and_kv,33,68019,8,124.5,36,305,84.9,19,243,69694
scbench_repoqa_and_kv,34,68065,8,99.8,37,199,67.6,15,273,69404
scbench_repoqa_and_kv,35,68032,8,103.5,35,193,49,21,105,69252
scbench_repoqa_and_kv,36,68025,8,116.8,37,221,77.8,20,260,69581
scbench_repoqa_and_kv,37,67984,8,110.1,36,217,27.1,17,63,69082
scbench_repoqa_and_kv,38,67485,8,113.1,36,263,54.6,16,207,68827
scbench_repoqa_and_kv,39,67521,8,107.2,38,220,61.1,20,165,68868
scbench_repoqa_and_kv,40,68028,8,92.5,37,160,37,5,145,69064
scbench_repoqa_and_kv,41,68033,8,115.4,36,295,26.2,6,51,69166
scbench_repoqa_and_kv,42,67987,8,108.6,36,192,73.6,16,375,69445
scbench_repoqa_and_kv,43,67907,8,108.4,36,203,47.6,13,100,69155
scbench_repoqa_and_kv,44,68036,8,107.4,36,210,40.1,17,88,69216
scbench_repoqa_and_kv,45,67979,8,107,36,229,83.2,19,411,69501
scbench_repoqa_and_kv,46,67529,8,103.9,37,195,43,23,92,68704
scbench_repoqa_and_kv,47,67540,8,96.6,33,165,41,19,100,68641
scbench_repoqa_and_kv,48,68003,8,114.4,35,275,57.8,21,130,69380
scbench_repoqa_and_kv,49,67991,8,97.4,36,198,45.8,22,92,69136
scbench_repoqa_and_kv,50,68010,8,106.2,36,197,45.4,19,93,69223
scbench_repoqa_and_kv,51,68025,8,117.2,36,282,90.9,19,351,69690
scbench_repoqa_and_kv,52,68040,8,99.6,36,178,29.1,14,80,69070
scbench_repoqa_and_kv,53,67966,8,109.6,34,237,39.5,21,95,69159
scbench_repoqa_and_kv,54,68047,8,121.4,36,232,64.6,22,139,69535
scbench_repoqa_and_kv,55,67889,8,110.9,33,227,40.9,21,116,69103
scbench_repoqa_and_kv,56,67544,8,112.2,37,201,127.6,19,490,69463
scbench_repoqa_and_kv,57,67499,8,112.6,37,202,122.1,22,536,69377
scbench_repoqa_and_kv,58,68038,8,118.9,35,217,129.6,22,455,70026
scbench_repoqa_and_kv,59,68000,8,110.5,37,218,59.8,21,102,69362
scbench_repoqa_and_kv,60,67991,8,109.1,36,255,59.2,21,297,69338
scbench_repoqa_and_kv,61,67994,8,101.2,35,182,99.6,19,448,69601
scbench_repoqa_and_kv,62,68025,8,123.5,36,270,82.9,20,271,69676
scbench_repoqa_and_kv,63,68014,8,118.6,36,228,71.8,22,211,69537
scbench_repoqa_and_kv,64,67908,8,111.2,35,242,100,18,449,69598
scbench_repoqa_and_kv,65,68017,8,116.2,37,304,95.6,21,489,69712
scbench_repoqa_and_kv,66,68023,8,103.1,33,211,32.1,20,67,69105
scbench_repoqa_and_kv,67,67979,8,105.4,33,206,31.5,21,52,69074
scbench_repoqa_and_kv,68,67972,8,101.4,35,233,36.6,22,55,69076
scbench_repoqa_and_kv,69,68047,8,91.4,36,188,53,20,182,69202
scbench_repoqa_and_kv,70,67965,8,86,34,151,41.5,19,104,68985
scbench_repoqa_and_kv,71,67972,8,110.8,38,218,62,20,268,69354
scbench_repoqa_and_kv,72,67922,8,108.2,36,210,75.1,22,158,69389
scbench_repoqa_and_kv,73,67934,8,129.2,36,290,91,17,288,69696
scbench_repoqa_and_kv,74,68041,8,106,36,208,145.2,21,661,70051
scbench_repoqa_and_kv,75,68002,8,113.9,36,260,39.9,19,95,69232
scbench_repoqa_and_kv,76,68015,8,105.1,36,202,89.4,22,301,69571
scbench_repoqa_and_kv,77,67939,8,113,37,217,52.4,21,106,69262
scbench_repoqa_and_kv,78,67993,8,107.6,36,240,109.2,17,271,69728
scbench_repoqa_and_kv,79,68029,8,117.4,34,233,129.9,19,511,70007
scbench_repoqa_and_kv,80,68021,8,121.1,33,275,88.9,14,321,69701
scbench_repoqa_and_kv,81,67938,8,111.8,36,201,84.1,22,247,69505
scbench_repoqa_and_kv,82,68036,8,124,34,259,72.1,21,261,69605
scbench_repoqa_and_kv,83,68000,8,113.9,38,195,99.4,21,337,69706
scbench_repoqa_and_kv,84,68036,8,115.4,36,248,53,24,110,69383
scbench_repoqa_and_kv,85,67999,8,97.8,33,246,32.8,22,79,69043
scbench_repoqa_and_kv,86,67526,8,123.6,36,265,159.5,22,494,69791
scbench_repoqa_and_kv,87,67508,8,112,37,198,159.8,22,658,69682
